,id,ph_gender,car_model,replace_value,area_code,accident_type,days_to_expiry,fraud_prob,fraudulent,time
55,30233,0,E,4200,I,F,157,0.75,1,2020-10-30 20:02:50
56,30232,1,C,2089,F,D,84,0.63,0,2020-10-30 20:02:50
57,30231,1,B,1574,D,T,325,0.68,0,2020-10-30 20:02:50
58,30230,1,D,4103,J,D,104,0.56,0,2020-10-30 20:02:50
59,30229,1,C,3255,E,D,30,0.63,0,2020-10-30 20:02:50
60,30228,1,C,4317,G,F,56,0.73,1,2020-10-30 20:02:50
61,30227,1,C,2129,C,F,202,0.65,0,2020-10-30 20:02:50
62,30226,0,D,1890,I,D,92,0.63,0,2020-10-30 20:02:50
63,30225,0,E,3275,I,F,230,0.75,1,2020-10-30 20:02:50
64,30224,0,B,1863,F,F,97,0.73,1,2020-10-30 20:02:50
65,30223,0,A,1792,I,F,236,0.65,0,2020-10-30 20:02:50
66,30222,1,C,4176,C,T,101,0.68,0,2020-10-30 20:02:50
67,30221,1,D,1653,D,D,45,0.63,0,2020-10-30 20:02:50
68,30220,1,C,1934,C,T,258,0.68,0,2020-10-30 20:02:50
69,30219,0,E,1235,F,T,297,0.78,1,2020-10-30 20:02:50
70,30218,1,D,3088,B,D,75,0.63,0,2020-10-30 20:02:50
71,30217,1,B,2680,G,D,169,0.55,0,2020-10-30 20:02:50
72,30216,0,B,3978,G,F,364,0.65,0,2020-10-30 20:02:50
73,30215,0,E,4671,E,T,111,0.78,1,2020-10-30 20:02:50
74,30214,1,E,4364,F,D,314,0.65,0,2020-10-30 20:02:50
75,30213,1,B,2241,B,F,321,0.65,0,2020-10-30 20:02:50
76,30212,0,D,4180,D,F,107,0.65,0,2020-10-30 20:02:50
77,30211,1,B,1850,C,F,222,0.65,0,2020-10-30 20:02:50
78,30210,0,E,1091,I,T,283,0.78,1,2020-10-30 20:02:50
79,30209,1,D,4786,B,F,163,0.65,0,2020-10-30 20:02:50
80,30208,1,A,1441,G,F,128,0.65,0,2020-10-30 20:02:50
81,30207,1,A,4297,I,D,262,0.55,0,2020-10-30 20:02:50
82,30206,1,B,1751,J,T,212,0.69,0,2020-10-30 20:02:50
83,30205,1,B,2882,F,D,200,0.55,0,2020-10-30 20:02:50
84,30204,1,E,4709,F,D,264,0.65,0,2020-10-30 20:02:50
85,30203,0,E,3485,G,D,207,0.65,0,2020-10-30 20:02:50
86,30202,1,C,1351,F,D,213,0.55,0,2020-10-30 20:02:50
87,30201,0,B,4275,I,F,107,0.65,0,2020-10-30 20:02:50
88,30200,0,B,3485,D,D,163,0.55,0,2020-10-30 20:02:50
89,30199,1,D,1272,J,D,329,0.56,0,2020-10-30 20:02:50
90,30198,1,A,3526,G,D,223,0.55,0,2020-10-30 20:02:50
91,30197,0,C,3233,C,T,136,0.68,0,2020-10-30 20:02:50
92,30196,0,D,4113,I,T,239,0.68,0,2020-10-30 20:02:50
93,30195,1,A,2401,C,T,89,0.76,1,2020-10-30 20:02:50
94,30194,1,D,2303,J,T,156,0.69,0,2020-10-30 20:02:50
95,30193,1,C,2865,A,F,22,0.73,1,2020-10-30 20:02:50
96,30192,0,C,1294,B,D,359,0.55,0,2020-10-30 20:02:50
97,30191,0,E,1600,J,T,79,0.87,1,2020-10-30 20:02:50
98,30190,1,D,3279,I,D,358,0.55,0,2020-10-30 20:02:50
99,30189,1,C,3669,D,T,93,0.76,1,2020-10-30 20:02:50
100,30188,1,A,1035,B,T,190,0.68,0,2020-10-30 20:02:50
101,30187,1,C,2170,E,D,229,0.55,0,2020-10-30 20:02:50
102,30186,1,B,3630,A,T,117,0.68,0,2020-10-30 20:02:50
103,30185,1,D,2694,F,D,184,0.55,0,2020-10-30 20:02:50
104,30184,0,D,2975,E,D,360,0.55,0,2020-10-30 20:02:50
105,30183,1,A,4166,G,T,190,0.68,0,2020-10-30 20:02:50
106,30182,1,C,3100,J,D,10,0.64,0,2020-10-30 20:02:50
107,30181,1,C,1408,I,F,240,0.65,0,2020-10-30 20:02:50
108,30180,0,C,1308,E,F,215,0.65,0,2020-10-30 20:02:50
109,30179,0,C,3027,B,F,299,0.65,0,2020-10-30 20:02:50
110,30178,1,C,3545,A,F,265,0.65,0,2020-10-30 20:02:50
111,30177,0,E,1089,F,T,66,0.86,1,2020-10-30 20:02:50
112,30176,1,C,1041,G,D,319,0.55,0,2020-10-30 20:02:50
113,30175,0,D,1533,D,D,177,0.55,0,2020-10-30 20:02:50
114,30174,0,C,2544,B,F,83,0.73,1,2020-10-30 20:02:50
115,30173,1,A,4094,J,T,53,0.77,1,2020-10-30 20:02:50
116,30172,1,E,4788,G,F,57,0.83,1,2020-10-30 20:02:50
117,30171,0,C,4223,I,F,137,0.65,0,2020-10-30 20:02:50
118,30170,0,D,1480,E,D,231,0.55,0,2020-10-30 20:02:50
119,30169,0,E,2996,J,T,48,0.87,1,2020-10-30 20:02:50
120,30168,0,A,1748,H,D,220,0.59,0,2020-10-30 20:02:50
121,30167,1,A,1216,G,T,133,0.68,0,2020-10-30 20:02:50
122,30166,0,E,4294,I,F,230,0.75,1,2020-10-30 20:02:50
123,30165,1,B,2935,J,D,29,0.64,0,2020-10-30 20:02:50
124,30164,0,E,1611,D,T,142,0.78,1,2020-10-30 20:02:50
125,30163,0,D,1547,E,T,204,0.68,0,2020-10-30 20:02:50
126,30162,1,E,4120,I,D,111,0.65,0,2020-10-30 20:02:50
127,30161,1,A,2204,D,D,192,0.55,0,2020-10-30 20:02:50
128,30160,1,C,3209,B,F,314,0.65,0,2020-10-30 20:02:50
129,30159,0,A,4570,C,D,104,0.55,0,2020-10-30 20:02:50
130,30158,0,D,3199,G,T,17,0.76,1,2020-10-30 20:02:50
131,30157,1,E,3482,C,F,327,0.75,1,2020-10-30 20:02:50
132,30156,1,C,1736,D,F,364,0.65,0,2020-10-30 20:02:50
133,30155,0,D,3294,H,D,220,0.59,0,2020-10-30 20:02:50
134,30154,0,D,2614,D,D,94,0.63,0,2020-10-30 20:02:50
135,30153,1,B,3134,F,T,44,0.76,1,2020-10-30 20:02:50
136,30152,1,D,1867,E,D,186,0.55,0,2020-10-30 20:02:50
137,30151,0,A,3157,J,D,314,0.56,0,2020-10-30 20:02:50
138,30150,1,E,4229,C,T,130,0.78,1,2020-10-30 20:02:50
139,30149,1,D,3080,A,D,110,0.55,0,2020-10-30 20:02:50
140,30148,0,A,1804,J,D,344,0.56,0,2020-10-30 20:02:50
141,30147,1,D,1569,E,F,221,0.65,0,2020-10-30 20:02:50
142,30146,0,A,1174,B,T,279,0.68,0,2020-10-30 20:02:50
143,30145,1,E,1363,J,F,196,0.76,1,2020-10-30 20:02:50
144,30144,0,B,1191,J,T,146,0.69,0,2020-10-30 20:02:50
145,30143,0,D,2359,C,T,217,0.68,0,2020-10-30 20:02:50
146,30142,0,A,2349,E,D,62,0.63,0,2020-10-30 20:02:50
147,30141,0,D,4918,J,T,82,0.77,1,2020-10-30 20:02:50
148,30140,0,B,3100,I,T,44,0.76,1,2020-10-30 20:02:50
149,30139,0,E,2230,A,T,41,0.86,1,2020-10-30 20:02:50
150,30138,0,D,1982,E,F,327,0.65,0,2020-10-30 20:02:50
151,30137,1,C,3664,E,T,240,0.68,0,2020-10-30 20:02:50
152,30136,1,B,1321,H,D,132,0.59,0,2020-10-30 20:02:50
153,30135,1,C,2155,A,D,325,0.55,0,2020-10-30 20:02:50
154,30134,0,D,4672,A,D,259,0.55,0,2020-10-30 20:02:50
155,30133,0,D,3968,J,D,10,0.64,0,2020-10-30 20:02:50
156,30132,0,C,3667,G,F,319,0.65,0,2020-10-30 20:02:50
157,30131,1,A,1256,J,F,284,0.66,0,2020-10-30 20:02:50
158,30130,1,C,2909,C,D,146,0.55,0,2020-10-30 20:02:50
159,30129,1,D,1297,D,T,110,0.68,0,2020-10-30 20:02:50
160,30128,0,A,3586,H,D,347,0.59,0,2020-10-30 20:02:50
161,30127,0,A,2028,A,T,229,0.68,0,2020-10-30 20:02:50
162,30126,1,D,1460,H,D,232,0.59,0,2020-10-30 20:02:50
163,30125,1,A,3307,A,T,105,0.68,0,2020-10-30 20:02:50
164,30124,0,D,1399,A,T,249,0.68,0,2020-10-30 20:02:50
165,30123,1,C,2811,B,T,189,0.68,0,2020-10-30 20:02:50
166,30122,0,A,2180,J,D,50,0.64,0,2020-10-30 20:02:50
167,30121,1,E,3395,F,D,262,0.65,0,2020-10-30 20:02:50
168,30120,1,A,1806,I,D,1,0.63,0,2020-10-30 20:02:50
169,30119,0,B,2355,I,T,70,0.76,1,2020-10-30 20:02:50
170,30118,0,A,3756,A,F,70,0.73,1,2020-10-30 20:02:50
171,30117,1,C,4871,C,T,28,0.76,1,2020-10-30 20:02:50
172,30116,0,E,1185,I,T,170,0.78,1,2020-10-30 20:02:50
173,30115,0,D,4592,A,D,173,0.55,0,2020-10-30 20:02:50
174,30114,1,D,4448,H,T,242,0.72,1,2020-10-30 20:02:50
175,30113,1,B,3409,B,F,120,0.65,0,2020-10-30 20:02:50
176,30112,0,B,3293,H,F,175,0.69,0,2020-10-30 20:02:50
177,30111,0,E,1041,E,F,168,0.75,1,2020-10-30 20:02:50
178,30110,1,E,1092,C,F,220,0.75,1,2020-10-30 20:02:50
179,30109,0,A,1589,H,F,94,0.77,1,2020-10-30 20:02:50
180,30108,1,A,4133,F,T,60,0.76,1,2020-10-30 20:02:50
181,30107,1,E,2586,C,D,163,0.65,0,2020-10-30 20:02:50
182,30106,0,D,2685,H,F,60,0.77,1,2020-10-30 20:02:50
183,30105,1,B,2090,F,F,107,0.65,0,2020-10-30 20:02:50
184,30104,1,B,1805,J,F,58,0.74,1,2020-10-30 20:02:50
185,30103,0,A,3309,A,D,41,0.63,0,2020-10-30 20:02:50
186,30102,0,B,3696,A,F,316,0.65,0,2020-10-30 20:02:50
187,30101,0,A,1767,C,D,138,0.55,0,2020-10-30 20:02:50
188,30100,1,B,4062,H,F,102,0.69,0,2020-10-30 20:02:50
189,30099,0,A,1086,F,T,339,0.68,0,2020-10-30 20:02:50
190,30098,0,A,2090,H,F,94,0.77,1,2020-10-30 20:02:50
191,30097,0,C,1141,I,F,10,0.73,1,2020-10-30 20:02:50
192,30096,0,C,2188,C,D,186,0.55,0,2020-10-30 20:02:50
193,30095,0,C,4039,I,D,60,0.63,0,2020-10-30 20:02:50
194,30094,1,E,4002,I,T,315,0.78,1,2020-10-30 20:02:50
195,30093,1,D,2342,I,F,50,0.73,1,2020-10-30 20:02:50
196,30092,0,B,1088,G,D,323,0.55,0,2020-10-30 20:02:50
197,30091,0,A,2277,J,F,326,0.66,0,2020-10-30 20:02:50
198,30090,0,E,4029,I,F,294,0.75,1,2020-10-30 20:02:50
199,30089,1,A,2250,F,T,77,0.76,1,2020-10-30 20:02:50
200,30088,1,C,4950,G,F,301,0.65,0,2020-10-30 20:02:50
201,30087,0,A,1584,C,T,154,0.68,0,2020-10-30 20:02:50
202,30086,0,E,3231,A,T,99,0.86,1,2020-10-30 20:02:50
203,30085,1,B,1253,E,D,316,0.55,0,2020-10-30 20:02:50
204,30084,1,E,3885,I,T,276,0.78,1,2020-10-30 20:02:50
205,30083,0,B,1881,E,D,60,0.63,0,2020-10-30 20:02:50
206,30082,0,D,4557,A,F,135,0.65,0,2020-10-30 20:02:50
207,30081,0,B,4442,I,D,218,0.55,0,2020-10-30 20:02:50
208,30080,1,A,3070,H,D,333,0.59,0,2020-10-30 20:02:50
209,30079,1,A,2431,I,F,209,0.65,0,2020-10-30 20:02:50
210,30078,1,D,2604,F,T,7,0.76,1,2020-10-30 20:02:50
211,30077,0,E,4710,H,T,119,0.82,1,2020-10-30 20:02:50
212,30076,1,C,3666,H,T,338,0.72,1,2020-10-30 20:02:50
213,30075,1,E,1406,D,F,88,0.83,1,2020-10-30 20:02:50
214,30074,1,C,3357,H,F,249,0.69,0,2020-10-30 20:02:50
215,30073,1,D,3286,G,F,88,0.73,1,2020-10-30 20:02:50
216,30072,0,E,3748,B,F,160,0.75,1,2020-10-30 20:02:50
217,30071,1,D,2596,D,T,41,0.76,1,2020-10-30 20:02:50
218,30070,1,E,1004,E,T,262,0.78,1,2020-10-30 20:02:50
219,30069,0,B,2519,E,D,337,0.55,0,2020-10-30 20:02:50
220,30068,0,A,3378,B,F,134,0.65,0,2020-10-30 20:02:50
221,30067,1,D,1537,I,F,110,0.65,0,2020-10-30 20:02:50
222,30066,1,A,2310,B,D,345,0.55,0,2020-10-30 20:02:50
223,30065,1,B,2585,G,T,326,0.68,0,2020-10-30 20:02:50
224,30064,0,E,4897,C,T,64,0.86,1,2020-10-30 20:02:50
225,30063,1,D,1019,D,F,187,0.65,0,2020-10-30 20:02:50
226,30062,0,A,1471,F,F,151,0.65,0,2020-10-30 20:02:50
227,30061,0,A,2926,J,D,0,0.64,0,2020-10-30 20:02:50
228,30060,1,A,3669,C,T,364,0.68,0,2020-10-30 20:02:50
229,30059,0,C,3778,H,D,172,0.59,0,2020-10-30 20:02:50
230,30058,0,C,4488,G,D,146,0.55,0,2020-10-30 20:02:50
231,30057,1,A,3999,I,F,281,0.65,0,2020-10-30 20:02:50
232,30056,0,A,2073,A,F,30,0.73,1,2020-10-30 20:02:50
233,30055,1,E,4250,E,F,43,0.83,1,2020-10-30 20:02:50
234,30054,0,D,2565,F,T,203,0.68,0,2020-10-30 20:02:50
235,30053,0,D,1353,F,T,267,0.68,0,2020-10-30 20:02:50
236,30052,0,C,2101,F,T,276,0.68,0,2020-10-30 20:02:50
237,30051,1,C,1886,I,D,228,0.55,0,2020-10-30 20:02:50
238,30050,1,D,1802,I,D,327,0.55,0,2020-10-30 20:02:50
239,30049,1,E,4068,A,F,283,0.75,1,2020-10-30 20:02:50
240,30048,1,D,3858,H,D,251,0.59,0,2020-10-30 20:02:50
241,30047,0,D,4270,J,F,250,0.66,0,2020-10-30 20:02:50
242,30046,0,E,1011,I,F,228,0.75,1,2020-10-30 20:02:50
243,30045,1,E,1436,J,D,210,0.66,0,2020-10-30 20:02:50
244,30044,0,C,1130,F,F,113,0.65,0,2020-10-30 20:02:50
245,30043,1,B,1984,C,T,94,0.76,1,2020-10-30 20:02:50
246,30042,1,D,2097,D,T,46,0.76,1,2020-10-30 20:02:50
247,30041,0,C,2310,H,D,172,0.59,0,2020-10-30 20:02:50
248,30040,1,D,3995,G,D,221,0.55,0,2020-10-30 20:02:50
249,30039,0,B,3997,D,F,288,0.65,0,2020-10-30 20:02:50
250,30038,0,D,1246,G,F,101,0.65,0,2020-10-30 20:02:50
251,30037,0,B,2524,B,D,290,0.55,0,2020-10-30 20:02:50
252,30036,1,D,2894,H,F,266,0.69,0,2020-10-30 20:02:50
253,30035,1,E,1838,E,T,222,0.78,1,2020-10-30 20:02:50
254,30034,0,E,1340,I,D,201,0.65,0,2020-10-30 20:02:50
255,30033,1,A,2358,B,F,162,0.65,0,2020-10-30 20:02:50
256,30032,1,A,2322,G,T,129,0.68,0,2020-10-30 20:02:50
257,30031,1,C,1471,F,D,164,0.55,0,2020-10-30 20:02:50
258,30030,1,D,3300,G,F,298,0.65,0,2020-10-30 20:02:50
259,30029,0,E,2756,D,T,175,0.78,1,2020-10-30 20:02:50
260,30028,1,D,3144,A,D,14,0.63,0,2020-10-30 20:02:50
261,30027,0,C,3512,B,T,257,0.68,0,2020-10-30 20:02:50
262,30026,0,A,2493,G,D,45,0.63,0,2020-10-30 20:02:50
263,30025,0,A,4922,D,F,253,0.65,0,2020-10-30 20:02:50
264,30024,0,B,3710,G,D,126,0.55,0,2020-10-30 20:02:50
265,30023,1,D,1600,I,D,363,0.55,0,2020-10-30 20:02:50
266,30022,1,A,3505,B,T,14,0.76,1,2020-10-30 20:02:50
267,30021,0,B,4002,B,F,365,0.65,0,2020-10-30 20:02:50
268,30020,0,D,1453,B,T,342,0.68,0,2020-10-30 20:02:50
269,30019,0,E,1272,G,F,268,0.75,1,2020-10-30 20:02:50
270,30018,0,A,4596,C,T,155,0.68,0,2020-10-30 20:02:50
271,30017,0,D,2614,J,T,76,0.77,1,2020-10-30 20:02:50
272,30016,1,C,4499,C,T,294,0.68,0,2020-10-30 20:02:50
273,30015,1,B,4360,H,D,282,0.59,0,2020-10-30 20:02:50
274,30014,0,C,2357,C,D,44,0.63,0,2020-10-30 20:02:50
275,30013,1,D,2998,I,D,33,0.63,0,2020-10-30 20:02:50
276,30012,0,E,2962,G,D,267,0.65,0,2020-10-30 20:02:50
277,30011,1,C,4646,J,F,154,0.66,0,2020-10-30 20:02:50
278,30010,1,E,4317,F,T,289,0.78,1,2020-10-30 20:02:50
279,30009,1,E,2682,G,D,160,0.65,0,2020-10-30 20:02:50
280,30008,0,E,4364,F,F,258,0.75,1,2020-10-30 20:02:50
281,30007,1,C,3583,I,D,350,0.55,0,2020-10-30 20:02:50
282,30006,1,E,3435,J,F,59,0.84,1,2020-10-30 20:02:50
283,30005,1,A,1400,F,D,310,0.55,0,2020-10-30 20:02:50
284,30004,1,D,1423,I,T,33,0.76,1,2020-10-30 20:02:50
285,30003,0,A,2471,C,T,240,0.68,0,2020-10-30 20:02:50
286,30002,0,A,1215,G,F,315,0.65,0,2020-10-30 20:02:50
287,30001,1,A,3177,J,F,155,0.66,0,2020-10-30 20:02:50
288,30000,1,A,1065,D,F,163,0.65,0,2020-10-30 20:02:50
289,29999,0,C,1568,H,F,60,0.77,1,2020-10-30 20:02:50
290,29998,0,D,3431,F,F,141,0.65,0,2020-10-30 20:02:50
291,29997,0,C,3699,B,F,138,0.65,0,2020-10-30 20:02:50
292,29996,1,A,3006,E,D,142,0.55,0,2020-10-30 20:02:50
293,29995,1,D,2709,B,D,232,0.55,0,2020-10-30 20:02:50
294,29994,1,B,1730,E,T,211,0.68,0,2020-10-30 20:02:50
295,29993,0,A,2632,F,F,168,0.65,0,2020-10-30 20:02:50
296,29992,0,B,2533,E,F,361,0.65,0,2020-10-30 20:02:50
297,29991,0,E,1684,H,T,55,0.9,1,2020-10-30 20:02:50
298,29990,1,E,1692,D,D,130,0.65,0,2020-10-30 20:02:50
299,29989,1,A,3361,H,D,69,0.67,0,2020-10-30 20:02:50
300,29988,0,C,3778,A,T,165,0.68,0,2020-10-30 20:02:50
301,29987,0,A,3238,J,D,163,0.56,0,2020-10-30 20:02:50
302,29986,0,A,1621,A,D,57,0.63,0,2020-10-30 20:02:49
303,29985,1,E,4659,E,T,27,0.86,1,2020-10-30 20:02:49
304,29984,1,E,2577,H,D,306,0.69,0,2020-10-30 20:02:49
305,29983,1,D,4854,D,D,136,0.55,0,2020-10-30 20:02:49
306,29982,1,B,3509,I,D,309,0.55,0,2020-10-30 20:02:49
307,29981,1,B,1842,H,F,114,0.69,0,2020-10-30 20:02:49
308,29980,1,C,3134,D,T,331,0.68,0,2020-10-30 20:02:49
309,29979,1,E,2380,F,F,153,0.75,1,2020-10-30 20:02:49
310,29978,0,D,1358,E,F,135,0.65,0,2020-10-30 20:02:49
311,29977,1,E,1449,H,D,176,0.69,0,2020-10-30 20:02:49
312,29976,0,B,4820,E,T,89,0.76,1,2020-10-30 20:02:49
313,29975,0,E,2519,G,D,185,0.65,0,2020-10-30 20:02:49
314,29974,1,A,3066,A,T,140,0.68,0,2020-10-30 20:02:49
315,29973,1,B,2590,J,T,157,0.69,0,2020-10-30 20:02:49
316,29972,0,B,4196,H,T,202,0.72,1,2020-10-30 20:02:49
317,29971,0,D,2879,I,F,67,0.73,1,2020-10-30 20:02:49
318,29970,0,D,3284,E,D,317,0.55,0,2020-10-30 20:02:49
319,29969,1,D,1575,H,T,21,0.8,1,2020-10-30 20:02:49
320,29968,0,E,3426,B,D,233,0.65,0,2020-10-30 20:02:49
321,29967,0,E,1428,I,T,161,0.78,1,2020-10-30 20:02:49
322,29966,1,C,1172,J,T,8,0.77,1,2020-10-30 20:02:49
323,29965,0,E,4549,B,T,232,0.78,1,2020-10-30 20:02:49
324,29964,0,B,2061,I,T,150,0.68,0,2020-10-30 20:02:49
325,29963,1,A,4321,A,D,113,0.55,0,2020-10-30 20:02:49
326,29962,1,B,2062,C,T,175,0.68,0,2020-10-30 20:02:49
327,29961,1,B,2686,H,T,223,0.72,1,2020-10-30 20:02:49
328,29960,0,B,3559,E,D,77,0.63,0,2020-10-30 20:02:49
329,29959,0,B,4526,A,T,185,0.68,0,2020-10-30 20:02:49
330,29958,0,A,1658,A,T,326,0.68,0,2020-10-30 20:02:49
331,29957,0,D,2218,I,D,254,0.55,0,2020-10-30 20:02:49
332,29956,1,C,3446,D,F,260,0.65,0,2020-10-30 20:02:49
333,29955,0,A,1648,A,D,327,0.55,0,2020-10-30 20:02:49
334,29954,1,A,3124,J,F,213,0.66,0,2020-10-30 20:02:49
335,29953,0,E,2598,E,F,73,0.83,1,2020-10-30 20:02:49
336,29952,0,B,2743,E,F,54,0.73,1,2020-10-30 20:02:49
337,29951,1,A,1652,F,F,296,0.65,0,2020-10-30 20:02:49
338,29950,0,E,2832,F,F,298,0.75,1,2020-10-30 20:02:49
339,29949,1,C,1234,B,F,289,0.65,0,2020-10-30 20:02:49
340,29948,1,C,1785,D,F,160,0.65,0,2020-10-30 20:02:49
341,29947,1,C,3330,B,F,297,0.65,0,2020-10-30 20:02:49
342,29946,1,A,1350,J,D,218,0.56,0,2020-10-30 20:02:49
343,29945,1,C,4606,A,D,353,0.55,0,2020-10-30 20:02:49
344,29944,1,A,1964,A,T,146,0.68,0,2020-10-30 20:02:49
345,29943,0,B,1139,E,F,14,0.73,1,2020-10-30 20:02:49
346,29942,0,E,1133,C,D,312,0.65,0,2020-10-30 20:02:49
347,29941,1,D,2565,G,D,71,0.63,0,2020-10-30 20:02:49
348,29940,0,A,1199,B,F,308,0.65,0,2020-10-30 20:02:49
349,29939,0,E,3554,G,D,106,0.65,0,2020-10-30 20:02:49
350,29938,0,B,2886,F,D,274,0.55,0,2020-10-30 20:02:49
351,29937,0,B,2707,H,D,83,0.67,0,2020-10-30 20:02:49
352,29936,0,E,4168,F,T,95,0.86,1,2020-10-30 20:02:49
353,29935,0,A,2612,D,F,144,0.65,0,2020-10-30 20:02:49
354,29934,1,B,1997,C,D,254,0.55,0,2020-10-30 20:02:49
355,29933,1,A,4596,I,F,36,0.73,1,2020-10-30 20:02:49
356,29932,1,B,4036,G,F,333,0.65,0,2020-10-30 20:02:49
357,29931,1,E,3101,A,D,144,0.65,0,2020-10-30 20:02:49
358,29930,0,C,2682,G,F,59,0.73,1,2020-10-30 20:02:49
359,29929,0,D,4099,E,F,71,0.73,1,2020-10-30 20:02:49
360,29928,1,D,1643,C,T,341,0.68,0,2020-10-30 20:02:49
361,29927,1,D,2423,D,D,194,0.55,0,2020-10-30 20:02:49
362,29926,0,A,4895,A,F,112,0.65,0,2020-10-30 20:02:49
363,29925,1,A,1317,J,F,181,0.66,0,2020-10-30 20:02:49
364,29924,1,D,1987,F,D,112,0.55,0,2020-10-30 20:02:49
365,29923,0,A,2404,G,T,64,0.76,1,2020-10-30 20:02:49
366,29922,1,A,2192,A,F,100,0.73,1,2020-10-30 20:02:49
367,29921,0,C,2181,E,F,20,0.73,1,2020-10-30 20:02:49
368,29920,0,E,2875,F,D,319,0.65,0,2020-10-30 20:02:49
369,29919,0,A,3696,J,T,302,0.69,0,2020-10-30 20:02:49
370,29918,0,E,2098,E,F,38,0.83,1,2020-10-30 20:02:49
371,29917,0,A,1525,G,F,122,0.65,0,2020-10-30 20:02:49
372,29916,1,A,3753,A,D,287,0.55,0,2020-10-30 20:02:49
373,29915,0,B,2133,J,D,134,0.56,0,2020-10-30 20:02:49
374,29914,0,E,4943,B,T,118,0.78,1,2020-10-30 20:02:49
